Notes,Lab Status,label
"sited a giant nest high up in a pine tree.  Seeing hornets, pretty big. I can't be sure they are the Asian hornet.",Negative ID,0
Caught inside the house,Negative ID,0
Flying around rhododendron. Seemed to be looking for flowers but there were none.,Negative ID,0
Found it in my office. Flew there my open window which faces my back yard.,Negative ID,0
"Ants were eating out the shell of the hornet. The head and part of the end of the hornet were already gone, as were the wings and legs. Still, the length was nearly one inch, and the diameter roughly that of a No. 2 pencil. The markings on the main body",Negative ID,0
"After looking at your photos, it’s probably the elm sawfly.  Sure looks like a bee.",Negative ID,0
"This was from Sammamish, WA. near sunny hills elementary school. It was flying past me and landed in the grass. I stepped on it and took some photos",Negative ID,0
It looks like a big hornet. Sorry the photo is a little blurry. My camera is old.,Negative ID,0
"Flew past my dog when we were on a walk and landed on the gutter of the apartment next to mine I could get a good picture. But I attached what I could get. Seen in The Hills on Grand apartment complexIn Pullman, WA.",Negative ID,0
Traveled from Roslyn to Seattle on 8/28,Negative ID,0
Have it alive,Negative ID,0
"I’m not sure if it is a Asian Hornet or not. It look about 1 1/2 inches long. This eyes are red, it has a darker shade of yellow-orange color. There’s gray fur on the thorax, but not completely brown.",Negative ID,0
"I found this post on the local facebook page for Chinook, WA. I don't know if it was reported to you or how legitimate it is but I thought I should pass along the info.  ",Negative ID,0
We found two exoskeletons on scrub oak trees in Klickitat County that are larger than anything we have ever seen.,Negative ID,0
burrowing in sand/dirt cracks of curb of sidewalk outside front door of business,Negative ID,0
"1.7 to 2 inches in length, burrowing in knoll where yellow jackets previously nested. No sign of yellow jackets.",Negative ID,0
"About an inch long, bold black and yellow stripes. Found it dead in swimming pool, have it in a jar now.",Negative ID,0
Asian Giant Hornet,Negative ID,0
The stinger seems longer than the photos we looked at but have seen a hornet or wasp this big!,Negative ID,0
It’s stinger got stuck on the window screen but it was able to get free before I could capture it.  It was approx 1.5-2”.,Negative ID,0
Husband found it outside in our yard. We live on a ranch. It is roughly 1- 1 1/2 inches long.,Negative ID,0
"Orangey face, rather large at least an inch- could get a great picture",Negative ID,0
Was laying on my outside patio sofa reading and something dropped on my shirt brushed it off kept reading. Glanced down it was half a body of a bee head was cut off just like story I saw on CBS Sunday morning. Not sure if it could be related but send pic,Negative ID,0
in tacoma was,Negative ID,0
Large wasp found on wine tank pad,Negative ID,0
It had no wings though. Probably 1-1.5”,Negative ID,0
I have a couple videos. What is the giant stinger on the back of it? What is it?,Negative ID,0
Photo does not include the full body. It landed on my husband’s shoulder while he was helping a friend build a deck and the bottom part of the body fell off when he killed it.,Negative ID,0
Floating in my pool. I killed it,Negative ID,0
Asian Hornet?  Or Elm Sawfly,Negative ID,0
Large wasp (approx. 1-1.5 inches) attracted to the parsley in our garden.  It flew away a couple of times but kept coming back.  We only spotted one and caught it in a container for identification.,Negative ID,0
Not sure what this was maybe the bald-faced one but have seen it three different times this June.,Negative ID,0
"attached my head, going after the back of my head.  it landed on the ground and i thumpped it.",Negative ID,0
Flying around in Wenatchee WA,Negative ID,0
"Found outside on yard chair adjacent to wooded area.  Non aggressive.  Very tough to kill.  Specimen available if needed.  May just be a wasp, but would like confirmation.",Negative ID,0
"Not sure what this one is, just on case...",Negative ID,0
Local family found this and brought it to our EMS substation and were concerned.,Negative ID,0
Hornet found dead outside the corner of my front door,Negative ID,0
"This bee was at my hummingbird feeder. I wasn’t able to get a very good photo, so it might be impossible to tell.  The bee looked particularly large and reminded me of one I saw about a month ago but was unable to photograph.  It landed on my kitchen w",Negative ID,0
We noticed this wasp several time today.  It was large and we have never seen this type of wasp before. Please advise.,Negative ID,0
"We THINK this is probably a bald faced hornet, but in a Smithsonian photo, it is in the photo on a person’s hand beside the killer one. Also, our hornet looks like the bald-faced one you photographed.",Negative ID,0
This stayed on my sons leg and would not get off. Luckily it did not sting him.,Negative ID,0
"This picture taken at Hidden Lake above Lake Wenatchee.  I don't really think it's a murder hornet, not orange enough, too fuzzy.  Too windy to get a full on shot.",Negative ID,0
"This seemed to be a juvenile and not sure if it's a Asian variety, but it was not a typical looking hornet. Maybe it was a wasp?  Sorry if it was. Also, the pics aren't that great. I didn't get too close for obvious reasons but I hope this they might hel",Negative ID,0
Extremely aggressive it did not like me taking a picture of it and came after me I thankfully did not get stung we were camping at baker lake in Concrete Wa,Negative ID,0
I have two hydrangeas that attracts all sorts of bees and these Asian ones come on an attach the rest.  I cannot get a close up picture but got some from a distance.,Negative ID,0
"Flew into wet sand between our chairs just near waters edge, stayed there for a while, about an inch long maybe a little more. We buried it and can access the specimen if necessary.",Negative ID,0
Is this a hornet you are interested in? Found it on our cement sidewalk.,Negative ID,0
Large hornet landed on hummingbird feeder,Negative ID,0
Could not get a decent picture as it was on the other side of the screen window,Negative ID,0
Found this in my kids swimming pool in the evening,Negative ID,0
I know it looks like it's all black but it had a yellow bottom. I was scared to get too close.,Negative ID,0
Large murder hornet or other bug found and killed,Negative ID,0
It was the largest wasp/hornet I've ever seen.  I saved the body in case it is indeed a murder hornet.  Thank you.,Negative ID,0
Was dead on the ground..looked like it had Larvae.  Large park across the street,Negative ID,0
Huge hornet in my house,Negative ID,0
Please let me know what this is. Thank you,Negative ID,0
"Not a murder hornet. A decapitated wasp, but I didn't know if I should report that just in case it was caused by a Murder Hornet..",Negative ID,0
About 1 inch long.  Flew into my house and is now contained in a jar for identification.  More photos and video available.,Negative ID,0
found near tolt pipline trail in Woodinville,Negative ID,0
"Liberty Lake, WA",Negative ID,0
"Found this in our wasp/hornet traps and he is a lot bigger than the rest. I tried to look up identification tips but I'm so unsure. I hate to waste anyone's time, but also wanted to send just in case.",Negative ID,0
"It was dead laying in my driveway. I have it saved in a sandwich bag. I live in Vancouver, Washington",Negative ID,0
4 Asian hornets in the flowers of Percival Landing Park,Negative ID,0
"I couldn’t get a great look at face, but here are some pics",Negative ID,0
 ,Negative ID,0
"Location is Valleford, WA, on the corner of Spangle Creek Rd and Valley Chapel Rd. I saw this within the last month or two, maybe the photo indicates exact date. It was longer than it appears in this photo. It was not a bumble bee as this image makes it",Negative ID,0
